0.00195003	0	1.95E-05	9.75E-06	0
0.00400027	1	5.95E-05	3.95E-05	1.90E-05
0.0061509	2	0.000121012	9.03E-05	5.80E-05
0.00840214	3	0.000205033	0.000163023	0.000118006
0.0107542	4	0.000312575	0.000258804	0.00020002
0.0132072	5	0.000444648	0.000378611	0.00030505
0.0157615	6	0.000602263	0.000523455	0.000434105
0.0184172	7	0.000786434	0.000694348	0.000588197
0.0211745	8	0.000998179	0.000892307	0.000768338
0.0240336	9	0.00123851	0.00111835	0.000975543
0.0269947	10	0.00150846	0.00137349	0.00121083
0.0300581	11	0.00180904	0.00165875	0.00147522
0.033224	12	0.00214128	0.00197516	0.00176973
0.0364924	13	0.00250621	0.00232375	0.00209538
0.0398638	14	0.00290485	0.00270553	0.00245321
0.0433382	15	0.00333823	0.00312154	0.00284424
0.0469159	16	0.00380739	0.00357281	0.00326949
0.0505971	17	0.00431336	0.00406037	0.00373001
0.0543819	18	0.00485718	0.00458527	0.00422682
0.0582707	19	0.00543988	0.00514853	0.00476095
0.0622636	20	0.00606252	0.0057512	0.00533346
0.0663609	21	0.00672613	0.00639432	0.00594538
0.0705627	22	0.00743176	0.00707894	0.00659774
0.0748693	23	0.00818045	0.0078061	0.0072916
0.0792808	24	0.00897326	0.00857685	0.008028
0.0837975	25	0.00981123	0.00939224	0.008808
0.0884197	26	0.0106954	0.0102533	0.00963263
0.0931475	27	0.0116269	0.0111612	0.010503
0.0979811	28	0.0126067	0.0121168	0.01142
0.102921	29	0.0136359	0.0131213	0.0123849
0.107967	30	0.0147156	0.0141758	0.0133987
0.113119	31	0.0158468	0.0152812	0.0144623
0.118378	32	0.0170306	0.0164387	0.015577
0.123744	33	0.018268	0.0176493	0.0167437
0.129218	34	0.0195602	0.0189141	0.0179636
0.134798	35	0.0209082	0.0202342	0.0192376
0.140487	36	0.022313	0.0216106	0.020567
0.146283	37	0.0237759	0.0230445	0.0219526
0.152187	38	0.0252977	0.0245368	0.0233957
0.158199	39	0.0268797	0.0260887	0.0248973
0.16432	40	0.0285229	0.0277013	0.0264585
0.17055	41	0.0302284	0.0293757	0.0280803
0.176889	42	0.0319973	0.0311129	0.0297639
0.183337	43	0.0338307	0.032914	0.0315103
0.189894	44	0.0357296	0.0347802	0.0333207
0.196561	45	0.0376952	0.0367124	0.0351961
0.203338	46	0.0397286	0.0387119	0.0371376
0.210224	47	0.0418309	0.0407797	0.0391463
0.217222	48	0.0440031	0.042917	0.0412233
0.224329	49	0.0462464	0.0451247	0.0433698
0.231548	50	0.0485618	0.0474041	0.0455868
0.238878	51	0.0509506	0.0497562	0.0478754
0.246319	52	0.0534138	0.0521822	0.0502368
0.253871	53	0.0559525	0.0546832	0.052672
0.261535	54	0.0585679	0.0572602	0.0551821
0.269311	55	0.061261	0.0599144	0.0577684
0.2772	56	0.064033	0.062647	0.0604319
0.2852	57	0.066885	0.065459	0.0631737
0.293314	58	0.0698181	0.0683516	0.0659949
0.30154	59	0.0728335	0.0713258	0.0688967
0.30988	60	0.0759323	0.0743829	0.0718802
0.318333	61	0.0791157	0.077524	0.0749465
0.3269	62	0.0823847	0.0807502	0.0780968
0.33558	63	0.0857405	0.0840626	0.0813322
0.344375	64	0.0891842	0.0874623	0.0846538
0.353284	65	0.092717	0.0909506	0.0880628
0.362308	66	0.0963401	0.0945286	0.0915603
0.371446	67	0.100055	0.0981974	0.0951475
0.3807	68	0.103862	0.101958	0.0988255
0.390069	69	0.107762	0.105812	0.102595
0.399554	70	0.111758	0.10976	0.106459
0.409155	71	0.115849	0.113804	0.110416
0.418871	72	0.120038	0.117944	0.114469
0.428704	73	0.124325	0.122182	0.118618
0.438654	74	0.128712	0.126518	0.122865
0.448721	75	0.133199	0.130955	0.127211
0.458904	76	0.137788	0.135493	0.131657
0.469206	77	0.14248	0.140134	0.136205
0.479624	78	0.147276	0.144878	0.140854
0.490161	79	0.152178	0.149727	0.145608
0.500816	80	0.157186	0.154682	0.150466
0.511589	81	0.162302	0.159744	0.15543
0.522481	82	0.167527	0.164914	0.160501
0.533491	83	0.172862	0.170194	0.165681
0.544621	84	0.178308	0.175585	0.17097
0.555871	85	0.183867	0.181087	0.17637
0.56724	86	0.189539	0.186703	0.181881
0.578729	87	0.195326	0.192433	0.187506
0.590338	88	0.20123	0.198278	0.193245
0.602068	89	0.20725	0.20424	0.1991
0.613918	90	0.213389	0.21032	0.205071
0.62589	91	0.219648	0.216519	0.21116
0.637983	92	0.226028	0.222838	0.217368
0.650197	93	0.23253	0.229279	0.223697
0.662534	94	0.239155	0.235843	0.230147
0.674992	95	0.245905	0.24253	0.23672
0.687573	96	0.252781	0.249343	0.243417
0.700276	97	0.259784	0.256283	0.250239
0.713102	98	0.266915	0.263349	0.257187
0.726052	99	0.274175	0.270545	0.264263
